48/16,117.76049051589362,39.24204791182791,117.77207726359664,39.233055250505004
386/-875,121.45854763687834,31.229586673120824,121.46937745956451,31.22059401179792
-21/59,116.96038929164555,39.62873234871276,116.97189624152169,39.61973968738986
-12/7,117.06464689856116,39.16111395992178,117.07626179211752,39.15212129859887
-23/-3,116.93723142897896,39.07118734669274,116.94891817668199,39.06219468536984
20/-28,117.43507409545387,38.84637081362015,117.446590546712,38.83737815229725
13/-16,117.35416905933542,38.95428274949499,117.36581317939832,38.94529008817209
-836/-1809,109.04770554647197,22.830440997528886,109.05799229417495,22.821448336205982
23/77,117.47152182331806,39.790600252525024,117.48310857102108,39.781607591202125
-11/-6,117.07627240141524,39.044209362724025,117.08795914911826,39.035216701401126
23/40,117.47092182331804,39.457871783577595,117.48250857102106,39.44887912225469
8/-14,117.29637145559605,38.9722680721408,117.30792583555048,38.9632754108179
30/37,117.5521290572392,39.43089379960888,117.56371580494223,39.42190113828598
20/-1,117.43544717553154,39.089172669338545,117.4470029079546,39.080180008015645
25/-18,117.49306428872438,38.93629742684919,117.50458790474826,38.92730476552628
123/-1239,118.53585442862902,27.956257951583922,118.54653040898093,27.947265290261022
-654/-2126,110.94689362841522,19.979767358168456,110.95678037611819,19.970774696845552
-362/-1843,113.6804239576764,22.524690512550166,113.69041070537936,22.515697851227262
-73/-181,116.37669404382842,37.4704936312159,116.38808079153144,37.461500969893
151/-818,118.87315591884803,31.74216836852633,118.88407473169703,31.733175707203422
-11/-3,117.07627240141524,39.07118734669274,117.08785914911826,39.06219468536984
4/-3,117.250060695478,39.07118734669274,117.26163711120522,39.06219468536984
-18/50,116.99506899567102,39.54779839680663,117.00665765627791,39.53880573548373
-137/-1662,115.85434219084222,24.15236221199571,115.86432893854519,24.14336955067281
-12/39,117.06464960397032,39.44887912225469,117.07621252759759,39.43988646093179
-61/92,116.49685256111982,39.925490172368576,116.50847202544844,39.91649751104568
50/-11,117.78269784916397,38.99924605610951,117.79419486853875,38.990253394786606
-82/124,116.2536045379758,40.21325533470149,116.26510780842085,40.20426267337859
37/-10,117.63222503343354,39.00823871743241,117.643742613003,38.99924605610951
-15/-8,117.03002541060314,39.02622404007822,117.04161215830617,39.01723137875532
-61/93,116.49685781405152,39.93448283369148,116.50847886093902,39.925490172368576
11/-80,117.330569143038,38.378752424829166,117.34212409547473,38.36975976350626
17/19,117.40090133709988,39.26902589579662,117.4124880848029,39.26003323447372
-9/-5,117.09944589682128,39.05320202404693,117.1110326445243,39.044209362724025
-25/-15,116.91455793357292,38.9632754108179,116.92614468127594,38.95428274949499
93/120,118.28969416252991,40.17728468940988,118.30128091023293,40.168292028086974
15/108,117.37872784169387,40.069372753535035,117.3904145893969,40.060380092212135
-384/-403,112.96371550819455,35.47412281753131,112.97520225589759,35.46513015620841
-69/91,116.40414918625895,39.91649751104568,116.41577938247212,39.90750484972277
57/10,117.86457124522082,39.188091943890484,117.87615799292384,39.179099282567584
5/96,117.26196036466361,39.961460817660196,117.27364711236663,39.95246815633729
-4/-25,117.1574796353364,38.87334879758886,117.16906638303942,38.864356136265954
4/13,117.25007361696058,39.2150699278592,117.2616603646636,39.20607726653629
280/-830,120.29720949326303,31.634256432651483,120.30818514616222,31.62526377132858
-8/44,117.11096813952275,39.49384242886921,117.12253260228483,39.4848497675463
-29/-14,116.86821094276084,38.9722680721408,116.87989769046386,38.9632754108179
27/-26,117.5160760295368,38.864356136265954,117.52758515105126,38.855363474943054
-3/-2,117.16896638303942,39.080180008015645,117.18055313074244,39.07118734669274
-22/94,116.94880891133369,39.94347549501438,116.96037143092857,39.93448283369148
7/63,117.28513386006966,39.66470299400437,117.29672060777268,39.65571033268147
-13/-33,117.0536989060092,38.801407507005635,117.06528565371222,38.79241484568273
13/53,117.35485434628781,39.57477638077534,117.36644109399083,39.56578371945243
25/79,117.49489531872412,39.80858557517083,117.50648206642714,39.79959291384793
25/74,117.49479531872412,39.76362226855631,117.50638206642714,39.75462960723341
-28/51,116.87920374561789,39.556791058129534,116.89080904761909,39.54779839680663
-21/18,116.96031477752247,39.26003323447372,116.97195950953459,39.25104057315081
15/-18,117.37735437495934,38.93629742684919,117.38889264798424,38.92730476552628
35/-4,117.60918451924,39.06219468536984,117.62071373978034,39.05320202404693
-23/-1,116.93723142897896,39.089172669338545,116.94881817668198,39.080180008015645
34/32,117.5984760480513,39.38593049299436,117.61006279575432,39.37693783167146
-7/16,117.12253586516758,39.24204791182791,117.13415675648834,39.233055250505004
-393/-1208,113.19293477887842,28.235030452593932,113.20352152658141,28.226037791271033
-2/8,117.18052167251972,39.17010662124468,117.19212322782734,39.16111395992178
26/-40,117.50420687556006,38.73845887774531,117.51579731223862,38.7294662164224
24/-25,117.48136251328967,38.87334879758886,117.49297746126989,38.864356136265954
2/66,117.22700012155454,39.691680977973085,117.23858686925756,39.682688316650186
-14/11,117.04146513758597,39.19708460521339,117.05308896698824,39.188091943890484
40/16,117.66769653426942,39.24204791182791,117.67928328197245,39.233055250505004
54/-128,117.82451424033113,37.94710468132979,117.83594182232348,37.93811202000689
-26/38,116.90245060707271,39.43988646093179,116.91403306090324,39.43089379960888
13/115,117.35545434628783,40.13232138279536,117.36714109399085,40.123328721472454
-2/34,117.18052469951954,39.40391581564017,117.19206507012527,39.39492315431727
-4/17,117.15736281916612,39.25104057315081,117.1688807370782,39.24204791182791
30/-49,117.55023782291856,38.657524925839176,117.56180959345022,38.64853226451627
0/40,117.20369643199744,39.457871783577595,117.21531337385152,39.44887912225469
414/228,122.07364017520248,41.14849211228346,122.0851269229055,41.139499450960564
44/26,117.71444352508153,39.33197452505694,117.72593027278455,39.32298186373404
10/-10,117.31956103609915,39.00823871743241,117.33111833164084,38.99924605610951
29/50,117.54084230953619,39.54779839680663,117.55242905723921,39.53880573548373
-31/-28,116.84573744735481,38.84637081362015,116.85732419505783,38.83737815229725
-1/-42,117.19213987844546,38.7204735550995,117.20372662614848,38.711480893776596
-129/33,115.70897772081456,39.39492315431727,115.72060703963479,39.38593049299436
3/-274,117.2380358585935,36.63417612818587,117.24943762551013,36.625183466862964
24/96,117.48350857102109,39.961460817660196,117.49519531872413,39.95246815633729
15/102,117.37862784169387,40.015416785597616,117.3903145893969,40.00642412427471
33/72,117.58788930034831,39.745636945910505,117.59947604805133,39.736644284587605
-5/-2,117.14579288763338,39.080180008015645,117.1573796353364,39.07118734669274
1/-4,117.21531079013391,39.06219468536984,117.22689015801889,39.05320202404693
-19/50,116.9835067792208,39.54779839680663,116.99509695092236,39.53880573548373
-5/29,117.14575155950969,39.358952509025656,117.15728892115905,39.34995984770275
146/-432,118.85200723227913,35.213335639167106,118.86323543806627,35.204342977844206
54/25,117.83041100211177,39.32298186373404,117.8419977498148,39.313989202411136
-2699/-1108,89.41759457580486,29.13429658488429,89.43028132350791,29.12530392356139
-2/35,117.18052094714612,39.412908476963075,117.19206281971172,39.40391581564017
-3/53,117.16888636166541,39.57477638077534,117.1804568983074,39.56578371945243
-9/-3,117.09944589682128,39.07118734669274,117.1110326445243,39.06219468536984
-1/79,117.19206049755336,39.80858557517083,117.20366759798056,39.79959291384793
36/49,117.62214954345737,39.53880573548373,117.63373629116039,39.52981307416082
-14/38,117.0414801434926,39.43988646093179,117.05304456165466,39.43089379960888
264/-980,120.09838384944291,30.28535723421595,120.10924533210026,30.276364572893044
32/-2,117.57443276100342,39.080180008015645,117.58606931515288,39.07118734669274
-12/-12,117.06488565371221,38.990253394786606,117.07647240141524,38.98126073346371
-3/8,117.1689223415276,39.17010662124468,117.18052537971224,39.16111395992178
-27/45,116.89081663658276,39.502835090192114,116.90241125851215,39.49384242886921
45/3,117.72523027278453,39.12514331463016,117.73681702048755,39.11615065330726
1062/859,130.30195268678537,46.82286140703562,130.31323943448837,46.81386874571272
11/6,117.33128085088174,39.15212129859887,117.34276759858476,39.14312863727597
-3/-38,117.16906638303942,38.756444200391115,117.18065313074244,38.74745153906821
8/69,117.29682060777269,39.7186589619418,117.30840735547571,39.70966630061889
78/53,118.1105929469844,39.57477638077534,118.12217969468742,39.56578371945243
192/-1449,119.26313363117595,26.067799073774175,119.27379673806259,26.05880641245127
-5/32,117.1457268382723,39.38593049299436,117.15736870376857,39.37693783167146
17/25,117.40100133709988,39.32298186373404,117.4125880848029,39.313989202411136
